job_id,degree,bipartite_degree_centrality,pagerank,is_isolate,component_size,community_global,community_size
J_000099,30,0.003,0.00017762671198837384,0,1505,7,1505
J_000100,30,0.003,0.00019143893018166216,0,1628,0,1628
J_000101,30,0.003,0.00019528367987382063,0,1628,0,1628
J_000102,30,0.003,0.00017875046219210903,0,3102,1,1571
J_000103,30,0.003,0.00018095503202714697,0,3102,6,1531
J_000104,30,0.003,0.0001880673642886308,0,1562,3,1562
J_000105,30,0.003,0.00017441540013167457,0,3102,6,1531
J_000106,30,0.003,0.00018086420068666152,0,3102,6,1531
J_000107,30,0.003,0.00018804221527973168,0,1628,0,1628
J_000108,30,0.003,0.00019103533135346633,0,1562,3,1562
J_000109,30,0.003,0.0001812540862949119,0,3102,1,1571
J_000110,30,0.003,0.00020190878002956022,0,1565,2,1565
J_000111,30,0.003,0.00017929900835955315,0,3102,1,1571
J_000112,30,0.003,0.00020609248962218254,0,1565,2,1565
J_000113,30,0.003,0.00018080676373951395,0,3102,6,1531
J_000114,30,0.003,0.00019555254829321258,0,1550,5,1550
J_000115,30,0.003,0.00019152011557854547,0,1562,3,1562
J_000116,30,0.003,0.00019969166764556304,0,1628,0,1628
J_000117,30,0.003,0.0001900443321498133,0,1559,4,1559
J_000118,30,0.003,0.0001910258004094808,0,1559,4,1559
J_000119,30,0.003,0.0001907483752183661,0,1628,0,1628
J_000120,30,0.003,0.00018416391204225362,0,3102,1,1571
J_000121,30,0.003,0.00018036418100047226,0,1505,7,1505
J_000122,30,0.003,0.0001904561586186348,0,1559,4,1559
J_000123,30,0.003,0.0001885575271556302,0,1562,3,1562
J_000124,30,0.003,0.00018734635613386938,0,1628,0,1628
J_000125,30,0.003,0.0001985720348506783,0,1550,5,1550
J_000126,30,0.003,0.00018839550012770276,0,1562,3,1562
J_000127,30,0.003,0.00022167682130248175,0,1565,2,1565
J_000128,30,0.003,0.0001828036271164152,0,3102,6,1531
J_000129,30,0.003,0.00019963955354669713,0,1628,0,1628
J_000130,30,0.003,0.00019125454151720775,0,1628,0,1628
J_000131,30,0.003,0.00019464104818942986,0,1559,4,1559
J_000132,30,0.003,0.0001775059935842992,0,3102,1,1571
J_000133,30,0.003,0.00018136914361583794,0,3102,1,1571
J_000134,30,0.003,0.00019924727833397612,0,1550,5,1550
J_000135,30,0.003,0.00021136665186347167,0,1565,2,1565
J_000136,30,0.003,0.00018140602824123154,0,1505,7,1505
J_000137,30,0.003,0.00018562932521749747,0,3102,1,1571
J_000138,30,0.003,0.0001848634390168243,0,3102,6,1531
J_000139,30,0.003,0.00020307240883333846,0,1565,2,1565
J_000140,30,0.003,0.00017884543971205267,0,1505,7,1505
J_000141,30,0.003,0.00019003309769958357,0,1562,3,1562
J_000142,30,0.003,0.00020236505799295113,0,1550,5,1550
J_000143,30,0.003,0.0001732870078857176,0,1505,7,1505
J_000144,30,0.003,0.0001766265826943821,0,3102,1,1571
J_000145,30,0.003,0.00018338840143394816,0,1559,4,1559
J_000146,30,0.003,0.00019239340100728907,0,1559,4,1559
J_000147,30,0.003,0.0001803002277960528,0,3102,6,1531
J_000148,30,0.003,0.00018319374047149134,0,1505,7,1505
J_000149,30,0.003,0.00018096284889390486,0,1559,4,1559
J_000150,30,0.003,0.00019301562304502607,0,1628,0,1628
J_000151,30,0.003,0.00019910172529766633,0,1562,3,1562
J_000152,30,0.003,0.0001796352622819262,0,3102,1,1571
J_000153,30,0.003,0.00018538445431278262,0,3102,6,1531
J_000154,30,0.003,0.00018374282731364563,0,3102,1,1571
J_000155,30,0.003,0.00020783897931220843,0,1565,2,1565
J_000156,30,0.003,0.00017536219952693795,0,3102,6,1531
J_000157,30,0.003,0.00017379460256019386,0,1505,7,1505
J_000158,30,0.003,0.0001870340024984504,0,3102,6,1531
J_000159,30,0.003,0.00018427526487748515,0,3102,1,1571
J_000160,30,0.003,0.00018524923963605803,0,1559,4,1559
J_000161,30,0.003,0.00019794375375604295,0,1628,0,1628
J_000162,30,0.003,0.00019326325171867083,0,1550,5,1550
J_000163,30,0.003,0.00017955658921889767,0,1505,7,1505
J_000164,30,0.003,0.0001947039169825796,0,1559,4,1559
J_000165,30,0.003,0.00019069952594026534,0,3102,6,1531
J_000166,30,0.003,0.00017921193202139079,0,1505,7,1505
J_000167,30,0.003,0.00019862982444922493,0,1550,5,1550
J_000168,30,0.003,0.00017836417839370102,0,1505,7,1505
J_000169,30,0.003,0.000205444998902157,0,1565,2,1565
J_000170,30,0.003,0.00019882810763161826,0,1628,0,1628
J_000171,30,0.003,0.00018807061916940973,0,3102,1,1571
J_000172,30,0.003,0.00020157179668282556,0,1628,0,1628
J_000173,30,0.003,0.00020726945711006957,0,1565,2,1565
J_000174,30,0.003,0.00017953228941082556,0,3102,6,1531
J_000175,30,0.003,0.00019123439691200547,0,1628,0,1628
J_000176,30,0.003,0.00017640757100233597,0,1505,7,1505
J_000177,30,0.003,0.00020061865683894062,0,1550,5,1550
J_000178,30,0.003,0.0001871311273923235,0,1562,3,1562
J_000179,30,0.003,0.00018216616128933355,0,1505,7,1505
J_000180,30,0.003,0.00020181886653590408,0,1562,3,1562
J_000181,30,0.003,0.0001972735725925686,0,1562,3,1562
J_000182,30,0.003,0.00018492037089488632,0,3102,1,1571
J_000183,30,0.003,0.00018604327030958526,0,3102,6,1531
J_000184,30,0.003,0.0001841954745807884,0,1559,4,1559
J_000185,30,0.003,0.00017897379187472036,0,3102,1,1571
J_000186,30,0.003,0.00019153949405233773,0,1562,3,1562
J_000187,30,0.003,0.0002102186242825689,0,1565,2,1565
J_000188,30,0.003,0.0001837121388348477,0,1505,7,1505
J_000189,30,0.003,0.00019753457567473875,0,1628,0,1628
J_000190,30,0.003,0.0001765021967946656,0,3102,6,1531
J_000191,30,0.003,0.0001955367677002094,0,1562,3,1562
J_000192,30,0.003,0.0002090571963569737,0,1565,2,1565
J_000193,30,0.003,0.00019061144277947707,0,1505,7,1505
J_000194,30,0.003,0.00019113366821701898,0,1562,3,1562
J_000195,30,0.003,0.00018116131763842416,0,3102,1,1571
J_000196,30,0.003,0.00019176840103939287,0,1628,0,1628
J_000197,30,0.003,0.00019574490625069642,0,1628,0,1628
J_000198,30,0.003,0.0001732374272281856,0,1505,7,1505
J_000199,30,0.003,0.00018073545226113236,0,3102,6,1531
J_000200,30,0.003,0.00018692557323892928,0,1505,7,1505
J_000201,30,0.003,0.00017699903607985542,0,3102,1,1571
J_000202,30,0.003,0.00018569040954647702,0,3102,6,1531
J_000203,30,0.003,0.00019841967111692012,0,1550,5,1550
J_000204,30,0.003,0.00020373237608291804,0,1565,2,1565
J_000205,30,0.003,0.0001764723027141482,0,3102,1,1571
J_000206,30,0.003,0.0001843826030460074,0,1562,3,1562
J_000207,30,0.003,0.0001763369773029112,0,3102,1,1571
J_000208,30,0.003,0.00019180089892494368,0,1559,4,1559
J_000209,30,0.003,0.00018710575867917403,0,1562,3,1562
J_000210,30,0.003,0.00019316679749739477,0,1550,5,1550
J_000211,30,0.003,0.0001982375986775658,0,1562,3,1562
J_000212,30,0.003,0.00017792907089378196,0,3102,1,1571
J_000213,30,0.003,0.00018854131438903534,0,1562,3,1562
J_000214,30,0.003,0.00018876155157968315,0,1559,4,1559
J_000215,30,0.003,0.00017287372571269725,0,1505,7,1505
J_000216,30,0.003,0.000205537129599281,0,1565,2,1565
J_000217,30,0.003,0.00020052319529215572,0,1628,0,1628
J_000218,30,0.003,0.00019668552979592877,0,1562,3,1562
J_000219,30,0.003,0.0001839466520875668,0,3102,6,1531
J_000220,30,0.003,0.00019037303407765712,0,1559,4,1559
J_000221,30,0.003,0.00020496142256599322,0,1550,5,1550
J_000222,30,0.003,0.00017819808129077456,0,3102,6,1531
J_000223,30,0.003,0.00017301389054495767,0,1505,7,1505
J_000224,30,0.003,0.00019837179972632678,0,1550,5,1550
J_000225,30,0.003,0.0001744353077388567,0,3102,1,1571
J_000226,30,0.003,0.00019035788835356494,0,1562,3,1562
J_000227,30,0.003,0.00018813881656465776,0,1562,3,1562
J_000228,30,0.003,0.0001908168624888768,0,1628,0,1628
J_000229,30,0.003,0.00019271150084873028,0,1628,0,1628
J_000230,30,0.003,0.00018059609838834051,0,1559,4,1559
J_000231,30,0.003,0.0001978879228111964,0,1628,0,1628
J_000232,30,0.003,0.00017369235828569484,0,3102,1,1571
J_000233,30,0.003,0.00019140921368822128,0,1562,3,1562
J_000234,30,0.003,0.00019159333546671915,0,1562,3,1562
J_000235,30,0.003,0.0001760862017931712,0,1505,7,1505
J_000236,30,0.003,0.00019342393181179582,0,1550,5,1550
J_000237,30,0.003,0.00017951575518226936,0,3102,1,1571
J_000238,30,0.003,0.0001889271045217998,0,1628,0,1628
J_000239,30,0.003,0.00018783881153812724,0,1628,0,1628
J_000240,30,0.003,0.00019225702599525273,0,1559,4,1559
J_000241,30,0.003,0.00017523797012568908,0,1505,7,1505
J_000242,30,0.003,0.00017842038263295013,0,1505,7,1505
J_000243,30,0.003,0.00019215023987300913,0,1550,5,1550
J_000244,30,0.003,0.00020220119927459473,0,1562,3,1562
J_000245,30,0.003,0.0001733500515498565,0,1505,7,1505
J_000246,30,0.003,0.00021491918884231144,0,1565,2,1565
J_000247,30,0.003,0.00018560749454362666,0,1559,4,1559
J_000248,30,0.003,0.00017745899695072973,0,3102,1,1571
J_000249,30,0.003,0.00018340869323045658,0,3102,6,1531
J_000250,30,0.003,0.00017580908156890297,0,1505,7,1505
J_000251,30,0.003,0.00020565717525951132,0,1550,5,1550
J_000252,30,0.003,0.0001929354271305371,0,1628,0,1628
J_000253,30,0.003,0.00020379723760686742,0,1565,2,1565
J_000254,30,0.003,0.0002109924365052473,0,1565,2,1565
J_000255,30,0.003,0.00017881104385042968,0,1505,7,1505
J_000256,30,0.003,0.0001845450232861849,0,1559,4,1559
J_000257,30,0.003,0.00017938018471394085,0,3102,1,1571
J_000258,30,0.003,0.00020379226872247017,0,1628,0,1628
J_000259,30,0.003,0.00020935489964140638,0,3102,1,1571
J_000260,30,0.003,0.0002028674816865141,0,1628,0,1628
J_000261,30,0.003,0.00021581166540870963,0,1565,2,1565
J_000262,30,0.003,0.00018825350628729403,0,3102,6,1531
J_000263,30,0.003,0.00018836476408881105,0,1559,4,1559
J_000264,30,0.003,0.00018551638077284616,0,1505,7,1505
J_000265,30,0.003,0.00017885648866007036,0,3102,1,1571
J_000266,30,0.003,0.00018550265749767568,0,3102,6,1531
J_000267,30,0.003,0.00018592338566219554,0,3102,6,1531
J_000268,30,0.003,0.00019189959217837853,0,1628,0,1628
J_000269,30,0.003,0.0001992932695605054,0,1550,5,1550
J_000270,30,0.003,0.00020786913238788325,0,1565,2,1565
J_000271,30,0.003,0.00021210917715297237,0,1565,2,1565
J_000272,30,0.003,0.0001858924743060393,0,3102,6,1531
J_000273,30,0.003,0.00020052150823737127,0,1565,2,1565
J_000274,30,0.003,0.00018700958952618942,0,1559,4,1559
J_000275,30,0.003,0.00019661451146450832,0,1628,0,1628
J_000276,30,0.003,0.00017686137325802936,0,1505,7,1505
J_000277,30,0.003,0.0001914833091158024,0,1559,4,1559
J_000278,30,0.003,0.00018781282033229182,0,1559,4,1559
J_000279,30,0.003,0.00018413293155698413,0,1505,7,1505
J_000280,30,0.003,0.00018904986263281305,0,1562,3,1562
J_000281,30,0.003,0.0001827737682698437,0,3102,1,1571
J_000282,30,0.003,0.00019095178351207797,0,3102,6,1531
J_000283,30,0.003,0.00018110940385921472,0,1559,4,1559
J_000284,30,0.003,0.0001801800753971767,0,3102,1,1571
J_000285,30,0.003,0.00019598872727297618,0,1562,3,1562
J_000286,30,0.003,0.0001828104743951571,0,3102,6,1531
J_000287,30,0.003,0.00019409271047591547,0,1628,0,1628
J_000288,30,0.003,0.00018867830858025853,0,1628,0,1628
J_000289,30,0.003,0.00019336348540830592,0,1562,3,1562
J_000290,30,0.003,0.00018653522868195373,0,1559,4,1559
J_000291,30,0.003,0.00018427740352753785,0,1559,4,1559
J_000292,30,0.003,0.00018053279774520067,0,3102,1,1571
J_000293,30,0.003,0.00018360821685777692,0,1559,4,1559
J_000294,30,0.003,0.00020245770272430896,0,1565,2,1565
J_000295,30,0.003,0.00018383857894932896,0,3102,1,1571
J_000296,30,0.003,0.00018209020444315925,0,3102,1,1571
J_000297,30,0.003,0.00020759566093781696,0,1565,2,1565
J_000298,30,0.003,0.00020024542772635246,0,1550,5,1550
J_000299,30,0.003,0.0001881376785108463,0,1562,3,1562
J_000300,30,0.003,0.00019068687565403927,0,1559,4,1559
J_000301,30,0.003,0.00019474943769203393,0,1628,0,1628
J_000302,30,0.003,0.00020123888575047913,0,1550,5,1550
J_000303,30,0.003,0.00019278115823747878,0,1559,4,1559
J_000304,30,0.003,0.00018561141092153684,0,3102,6,1531
J_000305,30,0.003,0.00019097402056702611,0,1550,5,1550
J_000306,30,0.003,0.0001857941316591532,0,1559,4,1559
J_000307,30,0.003,0.00019011492087289033,0,3102,1,1571
J_000308,30,0.003,0.00019345802135586126,0,1562,3,1562
J_000309,30,0.003,0.00017591145960505752,0,3102,1,1571
J_000310,30,0.003,0.0001855320438181538,0,3102,1,1571
J_000311,30,0.003,0.00018006527930812115,0,1505,7,1505
J_000312,30,0.003,0.00019146687912543524,0,1628,0,1628
J_000313,30,0.003,0.00019321268637468835,0,1559,4,1559
J_000314,30,0.003,0.00022331077955982379,0,1565,2,1565
J_000315,30,0.003,0.00019553411071829605,0,1628,0,1628
J_000316,30,0.003,0.00018706932511905027,0,3102,6,1531
J_000317,30,0.003,0.00018713428202368608,0,1505,7,1505
J_000318,30,0.003,0.0001904907226857766,0,1628,0,1628
J_000319,30,0.003,0.00017877818122842543,0,3102,1,1571
J_000320,30,0.003,0.00017668986776155047,0,3102,1,1571
J_000321,30,0.003,0.00018779460247801642,0,3102,1,1571
J_000322,30,0.003,0.00019214562454115023,0,1550,5,1550
J_000323,30,0.003,0.0001830734694120127,0,3102,1,1571
J_000324,30,0.003,0.0001955700905259306,0,1628,0,1628
J_000325,30,0.003,0.00020193069912750392,0,1550,5,1550
J_000326,30,0.003,0.0001793880997434749,0,3102,1,1571
J_000327,30,0.003,0.0001854449956186928,0,1559,4,1559
J_000328,30,0.003,0.00020193405586321897,0,1565,2,1565
J_000329,30,0.003,0.00020439170775047894,0,1550,5,1550
J_000330,30,0.003,0.00017413312840858206,0,1505,7,1505
J_000331,30,0.003,0.00018398566462186759,0,1562,3,1562
J_000332,30,0.003,0.0001836006688024761,0,1562,3,1562
J_000333,30,0.003,0.0001873744504395666,0,1562,3,1562
J_000334,30,0.003,0.00020981128330435707,0,1565,2,1565
J_000335,30,0.003,0.00020076078622615902,0,1559,4,1559
J_000336,30,0.003,0.00020003417322113153,0,1559,4,1559
J_000337,30,0.003,0.0001967492835105154,0,1550,5,1550
J_000338,30,0.003,0.00017195709905556362,0,1505,7,1505
J_000339,30,0.003,0.0001914461891727425,0,3102,6,1531
J_000340,30,0.003,0.00019812517842267012,0,1628,0,1628
J_000341,30,0.003,0.00019808958183032896,0,1550,5,1550
J_000342,30,0.003,0.00018204793224609788,0,1562,3,1562
J_000343,30,0.003,0.00019314137340522381,0,1628,0,1628
J_000344,30,0.003,0.00019392819519256361,0,3102,6,1531
J_000345,30,0.003,0.00019560400663524473,0,1628,0,1628
J_000346,30,0.003,0.00018614474074228987,0,3102,1,1571
J_000347,30,0.003,0.00019038698540651964,0,1628,0,1628
J_000348,30,0.003,0.00017611328041412978,0,1505,7,1505
J_000349,30,0.003,0.00021485985950319575,0,1565,2,1565
J_000350,30,0.003,0.00019740812398046922,0,1562,3,1562
J_000351,30,0.003,0.00020617854809458085,0,1565,2,1565
J_000352,30,0.003,0.0001890827091106215,0,3102,6,1531
J_000353,30,0.003,0.00021193527724194217,0,1565,2,1565
J_000354,30,0.003,0.00019922744011164709,0,1550,5,1550
J_000355,30,0.003,0.00020526164178166756,0,1565,2,1565
J_000356,30,0.003,0.00019170225120954408,0,1562,3,1562
J_000357,30,0.003,0.00020704462341599383,0,1565,2,1565
J_000358,30,0.003,0.00017798147786839897,0,1505,7,1505
J_000359,30,0.003,0.00020587733421565136,0,1565,2,1565
J_000360,30,0.003,0.00018436508743406693,0,1559,4,1559
J_000361,30,0.003,0.00019541154761976785,0,1562,3,1562
J_000362,30,0.003,0.00018242618041121515,0,3102,6,1531
J_000363,30,0.003,0.0001833304723999092,0,3102,1,1571
J_000364,30,0.003,0.0001775302284048692,0,3102,6,1531
J_000365,30,0.003,0.00020218104687561177,0,1628,0,1628
J_000366,30,0.003,0.00018905543630491192,0,1559,4,1559
J_000367,30,0.003,0.00017550481426041413,0,3102,6,1531
J_000368,30,0.003,0.0001839275250303972,0,3102,6,1531
J_000369,30,0.003,0.00019311580114369703,0,1559,4,1559
J_000370,30,0.003,0.00019801949032804934,0,3102,6,1531
J_000371,30,0.003,0.00019790908585011415,0,1550,5,1550
J_000372,30,0.003,0.00020241392850780382,0,1565,2,1565
J_000373,30,0.003,0.00018522015310077703,0,1562,3,1562
J_000374,30,0.003,0.0001754851934035217,0,1505,7,1505
J_000375,30,0.003,0.00019087480249352248,0,1562,3,1562
J_000376,30,0.003,0.00018498845140863738,0,3102,1,1571
J_000377,30,0.003,0.00018438679146247738,0,3102,6,1531
J_000378,30,0.003,0.00017788380010384198,0,3102,1,1571
J_000379,30,0.003,0.00017348890984338693,0,1505,7,1505
J_000380,30,0.003,0.00017835773464603384,0,3102,1,1571
J_000381,30,0.003,0.0001813393578034734,0,3102,1,1571
J_000382,30,0.003,0.00017296590045342853,0,3102,1,1571
J_000383,30,0.003,0.00019388809636622676,0,1562,3,1562
J_000384,30,0.003,0.00018416145797368704,0,3102,6,1531
J_000385,30,0.003,0.0001758159299466501,0,1505,7,1505
J_000386,30,0.003,0.00018284906921530993,0,1505,7,1505
J_000387,30,0.003,0.0001784211458035585,0,3102,6,1531
J_000388,30,0.003,0.00018660587747236932,0,1559,4,1559
J_000389,30,0.003,0.0001768280290163088,0,3102,1,1571
J_000390,30,0.003,0.00019026562647658663,0,1562,3,1562
J_000391,30,0.003,0.0001922837642534483,0,1628,0,1628
J_000392,30,0.003,0.00019563349606995612,0,1628,0,1628
J_000393,30,0.003,0.0001941307140193831,0,1628,0,1628
J_000394,30,0.003,0.00019484898216409765,0,1562,3,1562
J_000395,30,0.003,0.000203819918980014,0,1565,2,1565
J_000396,30,0.003,0.0001805737255819341,0,1505,7,1505
J_000397,30,0.003,0.00017865925290578628,0,3102,1,1571
J_000398,30,0.003,0.00017971894826366745,0,1505,7,1505
J_000399,30,0.003,0.00017788329857685792,0,3102,6,1531
J_000400,30,0.003,0.0001843006583211211,0,1562,3,1562
J_000401,30,0.003,0.0001869158364174282,0,1562,3,1562
J_000402,30,0.003,0.00019464226236487727,0,1562,3,1562
J_000403,30,0.003,0.000191296606754363,0,1559,4,1559
J_000404,30,0.003,0.00021089231644213865,0,1550,5,1550
J_000405,30,0.003,0.000201221317039546,0,1565,2,1565
J_000406,30,0.003,0.00018518291671572323,0,3102,1,1571
J_000407,30,0.003,0.0001931723834771507,0,1559,4,1559
J_000408,30,0.003,0.0001853272923450709,0,3102,6,1531
J_000409,30,0.003,0.00019033508395610119,0,1550,5,1550
J_000410,30,0.003,0.0001909229989659404,0,1628,0,1628
J_000411,30,0.003,0.00018790749063640703,0,1559,4,1559
J_000412,30,0.003,0.0001853518832045584,0,3102,1,1571
J_000413,30,0.003,0.00020157089618198036,0,1628,0,1628
J_000414,30,0.003,0.0001857183368784085,0,3102,6,1531
J_000415,30,0.003,0.00017590098465835,0,1505,7,1505
J_000416,30,0.003,0.00018525571686394692,0,1559,4,1559
J_000417,30,0.003,0.00020266712964378696,0,1628,0,1628
J_000418,30,0.003,0.00018173111504041727,0,3102,1,1571
J_000419,30,0.003,0.00021557583507820512,0,1565,2,1565
J_000420,30,0.003,0.00020279908452686146,0,1550,5,1550
J_000421,30,0.003,0.0001835138131144991,0,1628,0,1628
J_000422,30,0.003,0.00019407089215634784,0,1628,0,1628
J_000423,30,0.003,0.00018697137435121802,0,1559,4,1559
J_000424,30,0.003,0.00017985122604609108,0,3102,6,1531
J_000425,30,0.003,0.00020451177744818246,0,1550,5,1550
J_000426,30,0.003,0.00017623807764635072,0,3102,1,1571
J_000427,30,0.003,0.00019210438879577898,0,1562,3,1562
J_000428,30,0.003,0.00020234437610390038,0,1550,5,1550
J_000429,30,0.003,0.00017863865014059536,0,3102,6,1531
J_000430,30,0.003,0.00018361024049172117,0,3102,6,1531
J_000431,30,0.003,0.00020652889547595525,0,1565,2,1565
J_000432,30,0.003,0.00017801209819017202,0,1505,7,1505
J_000433,30,0.003,0.000190289104572923,0,1562,3,1562
J_000434,30,0.003,0.00019534615142002612,0,1550,5,1550
J_000435,30,0.003,0.00018227350352183276,0,1505,7,1505
J_000436,30,0.003,0.00020892881850402426,0,1565,2,1565
J_000437,30,0.003,0.00019173707357756625,0,1550,5,1550
J_000438,30,0.003,0.00020774982263970965,0,1550,5,1550
J_000439,30,0.003,0.00020518573096108166,0,1565,2,1565
J_000440,30,0.003,0.00018814777788429525,0,3102,6,1531
J_000441,30,0.003,0.00020373956733437353,0,1628,0,1628
J_000442,30,0.003,0.00018548284906914358,0,3102,1,1571
J_000443,30,0.003,0.0001997452518118007,0,1550,5,1550
J_000444,30,0.003,0.00019769806310149932,0,1550,5,1550
J_000445,30,0.003,0.0001790944834243723,0,1505,7,1505
J_000446,30,0.003,0.00017891545056553646,0,3102,1,1571
