job_id,degree,bipartite_degree_centrality,pagerank,is_isolate,component_size,community_global,community_size
J_000086,36,0.0036,0.00020134055262981403,0,3102,6,1531
J_000087,32,0.0032,0.0001819000259505087,0,1505,7,1505
J_000088,33,0.0033,0.0001791650406144883,0,1505,7,1505
J_000089,32,0.0032,0.00019574351369515495,0,1628,0,1628
J_000090,30,0.003,0.0001688979204737496,0,1505,7,1505
J_000091,33,0.0033,0.00019564652123225628,0,1628,0,1628
J_000092,32,0.0032,0.0002011387249547953,0,1550,5,1550
J_000093,34,0.0034,0.00019022908004721182,0,1505,7,1505
J_000094,33,0.0033,0.00019694606983349723,0,1628,0,1628
J_000095,32,0.0032,0.00017794686416879567,0,3102,1,1571
J_000096,31,0.0031,0.0001897647469552309,0,1565,2,1565
J_000097,32,0.0032,0.00019814722743276554,0,1628,0,1628
J_000098,30,0.003,0.00016680025102910166,0,3102,1,1571
J_000099,32,0.0032,0.0001763812712718895,0,1505,7,1505
J_000100,32,0.0032,0.00019136512385515083,0,1628,0,1628
J_000101,32,0.0032,0.00019616568667056873,0,1628,0,1628
J_000102,31,0.0031,0.00017373023269461185,0,3102,1,1571
J_000103,33,0.0033,0.00018388512956966045,0,3102,6,1531
J_000104,34,0.0034,0.00019611159294174774,0,1562,3,1562
J_000105,31,0.0031,0.00016791725190545227,0,3102,6,1531
J_000106,31,0.0031,0.0001743067614900009,0,3102,6,1531
J_000107,31,0.0031,0.00018248293421392427,0,1628,0,1628
J_000108,33,0.0033,0.00019530605847004528,0,1562,3,1562
J_000109,31,0.0031,0.0001760644803792738,0,3102,1,1571
